,,,,,,,,,,,,
#,x,h,,,07:00:00,18/05/19,1558162800,,,,,
151,49,51,,,,,,,,,,
55,50,51,,,,,,,,,,
53,50,51,,,,,,,,,,
74,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
51,49,50,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
#,t,1,29548997,,,,,,,,,
#,c,40302989,,,,,,,,,,
50,49,51,,,,,,,,,,
50,49,51,,,,,,,,,,
413,50,51,,,,,,,,,,
117,51,51,,,,,,,,,,
100,49,50,,,,,,,,,,
66,49,50,,,,,,,,,,
156,49,51,,,,,,,,,,
51,49,51,,,,,,,,,,
72,48,48,,,,,,,,,,
49,48,49,,,,,,,,,,
48,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,29618129,,,,,,,,,
#,c,40302990,,,,,,,,,,
50,49,51,,,,,,,,,,
49,49,49,,,,,,,,,,
492,50,51,,,,,,,,,,
267,50,50,,,,,,,,,,
168,49,49,,,,,,,,,,
201,49,50,,,,,,,,,,
102,49,50,,,,,,,,,,
69,49,51,,,,,,,,,,
62,49,49,,,,,,,,,,
49,48,50,,,,,,,,,,
51,49,51,,,,,,,,,,
69,49,50,,,,,,,,,,
#,t,1,29655728,,,,,,,,,
#,c,40302991,,,,,,,,,,
50,50,50,,,,,,,,,,
51,50,50,,,,,,,,,,
85,49,49,,,,,,,,,,
85,51,51,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,49,51,,,,,,,,,,
51,49,51,,,,,,,,,,
51,49,51,,,,,,,,,,
51,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
51,49,50,,,,,,,,,,
#,t,1,29664391,,,,,,,,,
#,c,40302992,,,,,,,,,,
50,49,50,,,,,,,,,,
57,50,51,,,,,,,,,,
252,51,51,,,,,,,,,,
148,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
55,51,50,,,,,,,,,,
62,49,50,,,,,,,,,,
79,49,51,,,,,,,,,,
50,51,51,,,,,,,,,,
52,51,50,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,29748582,,,,,,,,,
#,c,40302993,,,,,,,,,,
50,51,51,,,,,,,,,,
50,50,50,,,,,,,,,,
88,50,51,,,,,,,,,,
62,51,50,,,,,,,,,,
50,51,50,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
51,51,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
51,50,50,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,29754012,,,,,,,,,
#,c,40302994,,,,,,,,,,
50,49,49,,,,,,,,,,
50,50,49,,,,,,,,,,
179,49,49,,,,,,,,,,
99,49,50,,,,,,,,,,
71,50,49,,,,,,,,,,
111,50,49,,,,,,,,,,
67,49,50,,,,,,,,,,
52,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
52,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,29788600,,,,,,,,,
#,c,40302995,,,,,,,,,,
49,51,50,,,,,,,,,,
50,51,50,,,,,,,,,,
83,50,49,,,,,,,,,,
58,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
49,51,50,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
50,51,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,51,50,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,29847419,,,,,,,,,
#,c,40302996,,,,,,,,,,
49,51,49,,,,,,,,,,
50,50,49,,,,,,,,,,
435,49,49,,,,,,,,,,
155,49,48,,,,,,,,,,
159,49,49,,,,,,,,,,
55,50,49,,,,,,,,,,
54,51,51,,,,,,,,,,
52,49,48,,,,,,,,,,
52,49,48,,,,,,,,,,
66,49,48,,,,,,,,,,
50,49,50,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,29934498,,,,,,,,,
#,c,40302997,,,,,,,,,,
49,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
560,49,49,,,,,,,,,,
202,49,49,,,,,,,,,,
109,49,49,,,,,,,,,,
108,50,49,,,,,,,,,,
66,50,49,,,,,,,,,,
60,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
63,49,48,,,,,,,,,,
57,49,49,,,,,,,,,,
#,t,1,29994758,,,,,,,,,
#,c,40302998,,,,,,,,,,
50,51,50,,,,,,,,,,
50,50,49,,,,,,,,,,
294,50,50,,,,,,,,,,
261,49,49,,,,,,,,,,
157,50,49,,,,,,,,,,
114,50,50,,,,,,,,,,
64,50,49,,,,,,,,,,
49,51,49,,,,,,,,,,
50,50,49,,,,,,,,,,
49,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
58,50,48,,,,,,,,,,
#,t,1,30046278,,,,,,,,,
#,c,40302999,,,,,,,,,,
50,50,49,,,,,,,,,,
49,50,50,,,,,,,,,,
760,51,50,,,,,,,,,,
484,49,51,,,,,,,,,,
308,50,51,,,,,,,,,,
231,50,51,,,,,,,,,,
102,50,51,,,,,,,,,,
66,50,50,,,,,,,,,,
74,49,49,,,,,,,,,,
57,49,49,,,,,,,,,,
50,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,30114268,,,,,,,,,
#,c,40303000,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
670,51,51,,,,,,,,,,
450,50,50,,,,,,,,,,
297,50,50,,,,,,,,,,
173,52,52,,,,,,,,,,
57,50,49,,,,,,,,,,
58,49,49,,,,,,,,,,
52,50,49,,,,,,,,,,
77,50,51,,,,,,,,,,
50,50,50,,,,,,,,,,
64,51,51,,,,,,,,,,
#,t,1,30205355,,,,,,,,,
#,c,40303001,,,,,,,,,,
51,51,51,,,,,,,,,,
51,51,50,,,,,,,,,,
122,50,51,,,,,,,,,,
285,51,51,,,,,,,,,,
233,50,51,,,,,,,,,,
124,49,51,,,,,,,,,,
176,49,51,,,,,,,,,,
53,51,51,,,,,,,,,,
74,50,51,,,,,,,,,,
81,50,50,,,,,,,,,,
50,50,51,,,,,,,,,,
52,51,51,,,,,,,,,,
#,t,1,30356472,,,,,,,,,
#,c,40303002,,,,,,,,,,
49,50,50,,,,,,,,,,
50,51,51,,,,,,,,,,
90,50,51,,,,,,,,,,
55,50,50,,,,,,,,,,
49,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
50,51,51,,,,,,,,,,
50,50,51,,,,,,,,,,
49,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
50,51,51,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,30356553,,,,,,,,,
#,c,40303003,,,,,,,,,,
52,51,51,,,,,,,,,,
50,49,50,,,,,,,,,,
709,51,50,,,,,,,,,,
290,50,51,,,,,,,,,,
145,50,51,,,,,,,,,,
125,50,51,,,,,,,,,,
109,49,51,,,,,,,,,,
83,50,51,,,,,,,,,,
50,49,49,,,,,,,,,,
64,49,51,,,,,,,,,,
50,49,51,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,30368856,,,,,,,,,
#,c,40303004,,,,,,,,,,
51,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
96,50,50,,,,,,,,,,
84,50,51,,,,,,,,,,
69,50,51,,,,,,,,,,
64,50,51,,,,,,,,,,
51,49,51,,,,,,,,,,
51,50,51,,,,,,,,,,
51,49,51,,,,,,,,,,
50,49,51,,,,,,,,,,
50,51,51,,,,,,,,,,
51,50,51,,,,,,,,,,
#,t,1,30385070,,,,,,,,,
#,c,40303005,,,,,,,,,,
49,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
187,49,49,,,,,,,,,,
178,50,50,,,,,,,,,,
87,50,49,,,,,,,,,,
80,48,49,,,,,,,,,,
51,49,49,,,,,,,,,,
73,49,50,,,,,,,,,,
57,48,49,,,,,,,,,,
50,49,49,,,,,,,,,,
49,48,49,,,,,,,,,,
49,50,50,,,,,,,,,,
#,t,1,30570804,,,,,,,,,
#,c,40303006,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,49,,,,,,,,,,
174,49,50,,,,,,,,,,
210,50,49,,,,,,,,,,
174,50,49,,,,,,,,,,
115,49,49,,,,,,,,,,
87,50,50,,,,,,,,,,
56,51,50,,,,,,,,,,
95,50,49,,,,,,,,,,
88,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
51,50,50,,,,,,,,,,
#,t,1,30584712,,,,,,,,,
#,c,40303007,,,,,,,,,,
49,50,49,,,,,,,,,,
49,49,49,,,,,,,,,,
421,50,49,,,,,,,,,,
173,51,50,,,,,,,,,,
183,50,49,,,,,,,,,,
76,50,49,,,,,,,,,,
123,50,49,,,,,,,,,,
63,50,49,,,,,,,,,,
79,51,51,,,,,,,,,,
48,49,49,,,,,,,,,,
57,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,30765612,,,,,,,,,
#,c,40303008,,,,,,,,,,
51,52,50,,,,,,,,,,
50,51,51,,,,,,,,,,
606,49,51,,,,,,,,,,
519,51,51,,,,,,,,,,
298,51,51,,,,,,,,,,
92,50,51,,,,,,,,,,
108,51,51,,,,,,,,,,
64,50,51,,,,,,,,,,
62,49,50,,,,,,,,,,
109,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,30952075,,,,,,,,,
#,c,40303009,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,51,,,,,,,,,,
173,49,50,,,,,,,,,,
102,49,49,,,,,,,,,,
129,50,50,,,,,,,,,,
59,50,50,,,,,,,,,,
66,50,49,,,,,,,,,,
50,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,30960062,,,,,,,,,
#,c,40303010,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,49,,,,,,,,,,
628,50,51,,,,,,,,,,
375,50,50,,,,,,,,,,
174,50,49,,,,,,,,,,
283,50,49,,,,,,,,,,
132,51,51,,,,,,,,,,
55,51,51,,,,,,,,,,
90,49,50,,,,,,,,,,
87,49,49,,,,,,,,,,
51,49,51,,,,,,,,,,
49,50,49,,,,,,,,,,
#,t,1,30995964,,,,,,,,,
#,c,40303011,,,,,,,,,,
51,51,51,,,,,,,,,,
51,50,50,,,,,,,,,,
80,51,50,,,,,,,,,,
326,50,50,,,,,,,,,,
156,49,50,,,,,,,,,,
184,50,51,,,,,,,,,,
56,50,50,,,,,,,,,,
89,51,51,,,,,,,,,,
106,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
50,51,51,,,,,,,,,,
#,t,1,31015439,,,,,,,,,
#,c,40303012,,,,,,,,,,
50,49,49,,,,,,,,,,
51,50,50,,,,,,,,,,
82,51,50,,,,,,,,,,
67,50,50,,,,,,,,,,
60,51,50,,,,,,,,,,
66,51,51,,,,,,,,,,
50,51,51,,,,,,,,,,
54,52,52,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,31019001,,,,,,,,,
#,c,40303013,,,,,,,,,,
50,49,50,,,,,,,,,,
61,51,51,,,,,,,,,,
179,50,51,,,,,,,,,,
148,50,51,,,,,,,,,,
69,50,51,,,,,,,,,,
74,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
50,49,49,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
49,49,50,,,,,,,,,,
#,t,1,31162350,,,,,,,,,
#,c,40303014,,,,,,,,,,
50,49,51,,,,,,,,,,
51,49,50,,,,,,,,,,
1003,49,50,,,,,,,,,,
382,50,51,,,,,,,,,,
181,49,51,,,,,,,,,,
302,50,50,,,,,,,,,,
111,50,52,,,,,,,,,,
68,50,51,,,,,,,,,,
69,49,49,,,,,,,,,,
53,49,50,,,,,,,,,,
53,49,51,,,,,,,,,,
59,49,51,,,,,,,,,,
#,t,1,31189308,,,,,,,,,
#,c,40303015,,,,,,,,,,
49,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
795,50,50,,,,,,,,,,
399,50,50,,,,,,,,,,
165,50,50,,,,,,,,,,
141,51,50,,,,,,,,,,
63,51,51,,,,,,,,,,
81,51,50,,,,,,,,,,
52,50,49,,,,,,,,,,
51,50,49,,,,,,,,,,
57,51,50,,,,,,,,,,
48,51,51,,,,,,,,,,
#,t,1,31443525,,,,,,,,,
#,c,40303016,,,,,,,,,,
49,50,50,,,,,,,,,,
49,51,50,,,,,,,,,,
294,52,51,,,,,,,,,,
198,49,49,,,,,,,,,,
104,49,49,,,,,,,,,,
106,49,50,,,,,,,,,,
60,51,50,,,,,,,,,,
48,49,50,,,,,,,,,,
65,49,49,,,,,,,,,,
66,50,49,,,,,,,,,,
53,49,49,,,,,,,,,,
49,50,50,,,,,,,,,,
#,t,1,31520842,,,,,,,,,
#,c,40303017,,,,,,,,,,
48,49,48,,,,,,,,,,
50,50,50,,,,,,,,,,
221,50,49,,,,,,,,,,
171,50,49,,,,,,,,,,
110,50,49,,,,,,,,,,
55,50,50,,,,,,,,,,
49,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
65,49,48,,,,,,,,,,
48,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,31530085,,,,,,,,,
#,c,40303018,,,,,,,,,,
52,51,51,,,,,,,,,,
48,50,49,,,,,,,,,,
97,51,49,,,,,,,,,,
344,50,49,,,,,,,,,,
324,49,50,,,,,,,,,,
196,49,49,,,,,,,,,,
123,49,49,,,,,,,,,,
51,50,50,,,,,,,,,,
49,50,49,,,,,,,,,,
49,49,49,,,,,,,,,,
49,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,31559436,,,,,,,,,
#,c,40303019,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
98,52,52,,,,,,,,,,
75,50,49,,,,,,,,,,
49,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
53,50,51,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,31680790,,,,,,,,,
#,c,40303020,,,,,,,,,,
51,50,51,,,,,,,,,,
51,51,51,,,,,,,,,,
672,50,51,,,,,,,,,,
310,51,49,,,,,,,,,,
195,50,51,,,,,,,,,,
177,50,51,,,,,,,,,,
132,50,50,,,,,,,,,,
65,50,50,,,,,,,,,,
49,50,49,,,,,,,,,,
55,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,31770094,,,,,,,,,
#,c,40303021,,,,,,,,,,
50,50,50,,,,,,,,,,
53,51,52,,,,,,,,,,
234,50,50,,,,,,,,,,
400,51,50,,,,,,,,,,
145,50,51,,,,,,,,,,
93,51,50,,,,,,,,,,
74,50,50,,,,,,,,,,
56,49,49,,,,,,,,,,
55,50,50,,,,,,,,,,
60,50,50,,,,,,,,,,
74,51,50,,,,,,,,,,
49,49,50,,,,,,,,,,
#,t,1,31813563,,,,,,,,,
#,c,40303022,,,,,,,,,,
50,49,49,,,,,,,,,,
49,49,51,,,,,,,,,,
135,50,50,,,,,,,,,,
74,49,51,,,,,,,,,,
66,49,49,,,,,,,,,,
51,50,51,,,,,,,,,,
50,51,51,,,,,,,,,,
49,50,51,,,,,,,,,,
49,49,49,,,,,,,,,,
49,50,49,,,,,,,,,,
50,51,51,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,31814201,,,,,,,,,
#,c,40303023,,,,,,,,,,
51,49,49,,,,,,,,,,
51,50,51,,,,,,,,,,
81,50,50,,,,,,,,,,
113,49,51,,,,,,,,,,
71,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
51,51,50,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,31875146,,,,,,,,,
#,c,40303024,,,,,,,,,,
51,51,51,,,,,,,,,,
51,50,51,,,,,,,,,,
87,51,52,,,,,,,,,,
439,50,51,,,,,,,,,,
361,50,51,,,,,,,,,,
125,50,51,,,,,,,,,,
125,51,51,,,,,,,,,,
69,49,51,,,,,,,,,,
52,49,51,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
65,50,51,,,,,,,,,,
#,t,1,31944082,,,,,,,,,
#,c,40303025,,,,,,,,,,
50,51,51,,,,,,,,,,
50,50,51,,,,,,,,,,
246,49,51,,,,,,,,,,
163,50,51,,,,,,,,,,
66,50,51,,,,,,,,,,
115,50,51,,,,,,,,,,
75,51,51,,,,,,,,,,
50,50,51,,,,,,,,,,
51,51,51,,,,,,,,,,
59,51,50,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,31944571,,,,,,,,,
#,c,40303026,,,,,,,,,,
51,50,51,,,,,,,,,,
52,49,51,,,,,,,,,,
499,50,51,,,,,,,,,,
268,50,51,,,,,,,,,,
196,49,51,,,,,,,,,,
176,50,51,,,,,,,,,,
115,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
51,49,51,,,,,,,,,,
52,50,51,,,,,,,,,,
53,49,51,,,,,,,,,,
49,51,51,,,,,,,,,,
#,t,1,31947088,,,,,,,,,
#,c,40303028,,,,,,,,,,
50,50,51,,,,,,,,,,
49,50,51,,,,,,,,,,
97,50,51,,,,,,,,,,
57,50,51,,,,,,,,,,
49,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
50,49,51,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
51,49,51,,,,,,,,,,
49,49,51,,,,,,,,,,
50,50,52,,,,,,,,,,
#,t,1,31947331,,,,,,,,,
#,c,40303029,,,,,,,,,,
51,51,51,,,,,,,,,,
52,51,51,,,,,,,,,,
93,50,51,,,,,,,,,,
60,50,51,,,,,,,,,,
55,51,52,,,,,,,,,,
66,50,51,,,,,,,,,,
49,51,51,,,,,,,,,,
52,50,50,,,,,,,,,,
48,50,50,,,,,,,,,,
51,51,51,,,,,,,,,,
52,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
#,t,1,31957495,,,,,,,,,
#,c,40303030,,,,,,,,,,
51,49,51,,,,,,,,,,
51,50,51,,,,,,,,,,
253,50,50,,,,,,,,,,
126,49,50,,,,,,,,,,
101,49,50,,,,,,,,,,
54,50,50,,,,,,,,,,
84,49,49,,,,,,,,,,
49,49,50,,,,,,,,,,
94,49,50,,,,,,,,,,
50,49,51,,,,,,,,,,
51,50,51,,,,,,,,,,
51,49,50,,,,,,,,,,
#,t,1,32022502,,,,,,,,,
#,c,40303031,,,,,,,,,,
51,51,51,,,,,,,,,,
79,50,50,,,,,,,,,,
456,51,49,,,,,,,,,,
154,50,50,,,,,,,,,,
181,50,50,,,,,,,,,,
94,50,50,,,,,,,,,,
52,50,50,,,,,,,,,,
70,49,49,,,,,,,,,,
90,49,51,,,,,,,,,,
50,50,50,,,,,,,,,,
49,50,50,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,32153626,,,,,,,,,
#,c,40303032,,,,,,,,,,
50,49,50,,,,,,,,,,
69,51,51,,,,,,,,,,
87,51,52,,,,,,,,,,
59,51,50,,,,,,,,,,
51,50,50,,,,,,,,,,
48,51,51,,,,,,,,,,
50,51,51,,,,,,,,,,
57,50,49,,,,,,,,,,
50,51,50,,,,,,,,,,
50,51,51,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
#,t,1,32153922,,,,,,,,,
#,c,40303033,,,,,,,,,,
50,50,51,,,,,,,,,,
60,51,52,,,,,,,,,,
448,49,50,,,,,,,,,,
248,51,50,,,,,,,,,,
254,51,50,,,,,,,,,,
162,50,51,,,,,,,,,,
72,50,51,,,,,,,,,,
60,50,51,,,,,,,,,,
71,50,51,,,,,,,,,,
79,50,51,,,,,,,,,,
50,50,51,,,,,,,,,,
50,50,52,,,,,,,,,,
#,t,1,32154663,,,,,,,,,
#,c,40303034,,,,,,,,,,
49,49,49,,,,,,,,,,
63,49,49,,,,,,,,,,
189,49,50,,,,,,,,,,
148,49,49,,,,,,,,,,
66,48,49,,,,,,,,,,
55,50,49,,,,,,,,,,
51,49,50,,,,,,,,,,
52,48,49,,,,,,,,,,
73,49,49,,,,,,,,,,
50,49,51,,,,,,,,,,
49,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,32174233,,,,,,,,,
#,c,40303035,,,,,,,,,,
50,50,49,,,,,,,,,,
52,51,52,,,,,,,,,,
221,48,49,,,,,,,,,,
135,49,49,,,,,,,,,,
99,49,49,,,,,,,,,,
55,49,49,,,,,,,,,,
52,49,49,,,,,,,,,,
89,50,49,,,,,,,,,,
48,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
55,49,49,,,,,,,,,,
#,t,1,32217391,,,,,,,,,
#,c,40303036,,,,,,,,,,
50,50,50,,,,,,,,,,
50,51,51,,,,,,,,,,
211,50,49,,,,,,,,,,
102,50,50,,,,,,,,,,
190,51,50,,,,,,,,,,
79,51,49,,,,,,,,,,
66,50,49,,,,,,,,,,
63,51,49,,,,,,,,,,
50,51,49,,,,,,,,,,
49,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
#,t,1,32243451,,,,,,,,,
#,c,40303037,,,,,,,,,,
49,51,50,,,,,,,,,,
51,51,51,,,,,,,,,,
160,49,49,,,,,,,,,,
116,51,51,,,,,,,,,,
135,50,50,,,,,,,,,,
109,50,49,,,,,,,,,,
50,50,50,,,,,,,,,,
76,51,50,,,,,,,,,,
50,50,50,,,,,,,,,,
49,50,50,,,,,,,,,,
49,50,49,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,32286015,,,,,,,,,
#,c,40303038,,,,,,,,,,
49,50,49,,,,,,,,,,
49,49,49,,,,,,,,,,
314,50,49,,,,,,,,,,
193,50,48,,,,,,,,,,
84,50,48,,,,,,,,,,
91,49,49,,,,,,,,,,
68,49,49,,,,,,,,,,
56,51,49,,,,,,,,,,
50,49,49,,,,,,,,,,
47,48,48,,,,,,,,,,
49,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,32338856,,,,,,,,,
#,c,40303039,,,,,,,,,,
49,50,49,,,,,,,,,,
50,50,49,,,,,,,,,,
533,49,49,,,,,,,,,,
251,49,49,,,,,,,,,,
168,50,49,,,,,,,,,,
234,49,49,,,,,,,,,,
72,50,49,,,,,,,,,,
53,50,49,,,,,,,,,,
56,50,49,,,,,,,,,,
50,49,48,,,,,,,,,,
47,50,49,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,32343184,,,,,,,,,
#,c,40303040,,,,,,,,,,
49,49,48,,,,,,,,,,
50,50,49,,,,,,,,,,
200,50,51,,,,,,,,,,
90,50,49,,,,,,,,,,
58,49,49,,,,,,,,,,
110,49,49,,,,,,,,,,
63,50,49,,,,,,,,,,
76,49,49,,,,,,,,,,
48,48,48,,,,,,,,,,
50,49,49,,,,,,,,,,
54,49,50,,,,,,,,,,
48,49,49,,,,,,,,,,
#,t,1,32384241,,,,,,,,,
#,c,40303041,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,50,,,,,,,,,,
207,49,49,,,,,,,,,,
140,49,49,,,,,,,,,,
57,50,49,,,,,,,,,,
52,51,50,,,,,,,,,,
51,50,49,,,,,,,,,,
70,51,50,,,,,,,,,,
48,48,49,,,,,,,,,,
49,50,50,,,,,,,,,,
49,49,49,,,,,,,,,,
50,51,51,,,,,,,,,,
#,t,1,32419153,,,,,,,,,
#,c,40303042,,,,,,,,,,
50,50,50,,,,,,,,,,
50,51,50,,,,,,,,,,
99,50,50,,,,,,,,,,
201,50,50,,,,,,,,,,
235,51,49,,,,,,,,,,
129,50,49,,,,,,,,,,
64,51,50,,,,,,,,,,
50,50,49,,,,,,,,,,
52,50,51,,,,,,,,,,
50,49,49,,,,,,,,,,
58,50,49,,,,,,,,,,
49,50,50,,,,,,,,,,
#,t,1,32475122,,,,,,,,,
#,c,40303043,,,,,,,,,,
50,50,49,,,,,,,,,,
49,49,50,,,,,,,,,,
375,49,49,,,,,,,,,,
140,50,51,,,,,,,,,,
83,49,49,,,,,,,,,,
77,50,49,,,,,,,,,,
97,49,49,,,,,,,,,,
79,49,50,,,,,,,,,,
50,48,48,,,,,,,,,,
49,49,49,,,,,,,,,,
48,49,49,,,,,,,,,,
49,49,49,,,,,,,,,,
#,t,1,32492293,,,,,,,,,
#,c,40303044,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,49,,,,,,,,,,
760,50,50,,,,,,,,,,
171,49,49,,,,,,,,,,
255,49,49,,,,,,,,,,
108,49,50,,,,,,,,,,
147,50,50,,,,,,,,,,
57,49,49,,,,,,,,,,
79,49,50,,,,,,,,,,
52,49,49,,,,,,,,,,
51,49,49,,,,,,,,,,
83,49,49,,,,,,,,,,
#,t,1,32510766,,,,,,,,,
#,c,40303045,,,,,,,,,,
50,50,49,,,,,,,,,,
51,50,51,,,,,,,,,,
708,51,51,,,,,,,,,,
390,50,50,,,,,,,,,,
231,50,50,,,,,,,,,,
217,51,51,,,,,,,,,,
70,51,50,,,,,,,,,,
73,50,50,,,,,,,,,,
52,49,49,,,,,,,,,,
57,49,49,,,,,,,,,,
51,49,49,,,,,,,,,,
50,49,49,,,,,,,,,,
#,t,1,32581251,,,,,,,,,
#,c,40303046,,,,,,,,,,
50,49,50,,,,,,,,,,
69,50,50,,,,,,,,,,
277,50,50,,,,,,,,,,
175,49,49,,,,,,,,,,
126,48,49,,,,,,,,,,
79,50,50,,,,,,,,,,
95,50,52,,,,,,,,,,
56,49,49,,,,,,,,,,
62,48,50,,,,,,,,,,
49,48,49,,,,,,,,,,
50,49,51,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,32647842,,,,,,,,,
#,c,40303047,,,,,,,,,,
49,49,50,,,,,,,,,,
53,49,50,,,,,,,,,,
152,49,51,,,,,,,,,,
177,49,51,,,,,,,,,,
73,50,51,,,,,,,,,,
50,49,50,,,,,,,,,,
50,50,50,,,,,,,,,,
91,51,52,,,,,,,,,,
50,49,50,,,,,,,,,,
50,49,50,,,,,,,,,,
51,50,50,,,,,,,,,,
50,49,50,,,,,,,,,,
#,t,1,32649433,,,,,,,,,
#,c,40303048,,,,,,,,,,
50,50,49,,,,,,,,,,
50,49,49,,,,,,,,,,
388,49,50,,,,,,,,,,
286,50,49,,,,,,,,,,
285,49,51,,,,,,,,,,
190,50,50,,,,,,,,,,
87,49,51,,,,,,,,,,
56,50,50,,,,,,,,,,
54,49,49,,,,,,,,,,
53,49,50,,,,,,,,,,
81,49,50,,,,,,,,,,
50,48,49,,,,,,,,,,
#,t,1,32659310,,,,,,,,,
#,c,40303049,,,,,,,,,,
51,50,51,,,,,,,,,,
51,50,51,,,,,,,,,,
669,49,51,,,,,,,,,,
249,50,51,,,,,,,,,,
255,51,51,,,,,,,,,,
147,50,51,,,,,,,,,,
86,50,51,,,,,,,,,,
72,50,51,,,,,,,,,,
67,49,50,,,,,,,,,,
52,50,50,,,,,,,,,,
51,50,51,,,,,,,,,,
54,50,51,,,,,,,,,,
#,t,1,32721908,,,,,,,,,
#,c,40303050,,,,,,,,,,
50,50,51,,,,,,,,,,
51,51,51,,,,,,,,,,
92,50,51,,,,,,,,,,
